Flight_ID,Route,Departure_Time,Arrival_Time,Aircraft_Type,Flight_Duration,Pilot_ID,Name,Rank,Certification,Age,Experience_Years,Rest_Hours,Fatigue_Score,Last_Flight_Time
FLY1160,Kolkata to Pune,2025-12-31 15:45,2025-12-31 18:22,B737,2h 37m,PLT7188,FO_7,First Officer,B737,30,9,9,9,2025-12-31 06:45
FLY1161,Goa to Chennai,2025-12-31 20:30,2025-12-31 21:21,A320,0h 51m,PLT8322,Captain_50,Captain,A320,48,26,23,1,2025-12-30 21:30
FLY1162,Bangalore to Pune,2025-12-31 13:45,2025-12-31 15:58,A320,2h 13m,PLT8433,Captain_2,Captain,A320,55,33,17,4,2025-12-30 20:45
FLY1163,Goa to Ahmedabad,2025-12-31 15:30,2025-12-31 17:56,A320,2h 26m,PLT8992,FO_10,First Officer,A320,26,5,23,4,2025-12-30 16:30
FLY1164,Ahmedabad to Mumbai,2025-12-31 00:30,2025-12-31 01:29,A320,0h 59m,PLT7485,FO_34,First Officer,A320,39,18,8,5,2025-12-30 16:30
FLY1165,Kolkata to Hyderabad,2025-12-31 01:15,2025-12-31 02:09,B737,0h 54m,PLT7341,Captain_21,Captain,B737,48,26,13,4,2025-12-30 12:15
FLY1166,Mumbai to Bangalore,2025-12-31 12:00,2025-12-31 13:58,A320,1h 58m,PLT5972,FO_44,First Officer,A320,35,14,15,2,2025-12-30 21:00
FLY1167,Ahmedabad to Bangalore,2025-12-31 11:45,2025-12-31 14:42,B737,2h 57m,PLT7419,Captain_8,Captain,B737,51,29,16,2,2025-12-30 19:45
FLY1168,Chennai to Kolkata,2025-12-31 09:00,2025-12-31 10:55,A320,1h 55m,PLT6717,FO_26,First Officer,A320,27,6,18,1,2025-12-30 15:00
FLY1169,Bangalore to Hyderabad,2025-12-31 14:00,2025-12-31 14:52,B737,0h 52m,PLT5813,Captain_47,Captain,B737,49,27,10,7,2025-12-31 04:00
FLY1170,Ahmedabad to Chennai,2025-12-31 15:30,2025-12-31 17:10,A320,1h 40m,PLT7813,FO_17,First Officer,A320,37,16,11,8,2025-12-31 04:30
FLY1171,Mumbai to Chennai,2025-12-31 07:00,2025-12-31 08:41,B737,1h 41m,PLT5172,Captain_35,Captain,B737,48,26,9,5,2025-12-30 22:00
FLY1172,Hyderabad to Chennai,2025-12-31 09:45,2025-12-31 11:30,A320,1h 45m,PLT5866,FO_48,First Officer,A320,29,8,9,5,2025-12-31 00:45
FLY1173,Pune to Delhi,2025-12-31 19:45,2025-12-31 22:40,B737,2h 55m,PLT5089,Captain_14,Captain,B737,42,20,23,3,2025-12-30 20:45
FLY1174,Chennai to Pune,2025-12-31 02:30,2025-12-31 05:08,B737,2h 38m,PLT5060,Captain_43,Captain,B737,56,34,15,2,2025-12-30 11:30
FLY1175,Bangalore to Guwahati,2025-12-31 09:15,2025-12-31 11:14,B737,1h 59m,PLT5234,FO_37,First Officer,B737,35,14,14,1,2025-12-30 19:15
FLY1176,Goa to Hyderabad,2025-12-31 08:15,2025-12-31 10:46,A320,2h 31m,PLT8035,Captain_27,Captain,A320,55,33,12,8,2025-12-30 20:15
FLY1177,Hyderabad to Mumbai,2025-12-31 19:00,2025-12-31 20:41,A320,1h 41m,PLT6634,Captain_32,Captain,A320,59,37,8,5,2025-12-31 11:00
FLY1178,Chennai to Goa,2025-12-31 19:00,2025-12-31 21:03,A320,2h 3m,PLT7341,Captain_13,Captain,A320,40,18,24,3,2025-12-30 19:00
FLY1179,Pune to Ahmedabad,2025-12-31 00:45,2025-12-31 03:07,B737,2h 22m,PLT6664,Captain_27,Captain,B737,60,38,12,5,2025-12-30 12:45
FLY1180,Guwahati to Kolkata,2025-12-31 16:45,2025-12-31 19:35,B737,2h 50m,PLT5525,Captain_21,Captain,B737,40,18,20,3,2025-12-30 20:45
FLY1181,Pune to Mumbai,2025-12-31 04:00,2025-12-31 06:02,B737,2h 2m,PLT7319,Captain_46,Captain,B737,59,37,16,3,2025-12-30 12:00
FLY1182,Hyderabad to Bangalore,2025-12-31 19:00,2025-12-31 21:45,B737,2h 45m,PLT8135,Captain_31,Captain,B737,44,22,17,3,2025-12-31 02:00
FLY1183,Kolkata to Hyderabad,2025-12-31 08:15,2025-12-31 09:59,A320,1h 44m,PLT7512,Captain_20,Captain,A320,48,26,17,2,2025-12-30 15:15
FLY1184,Chennai to Kolkata,2025-12-31 11:00,2025-12-31 12:19,A320,1h 19m,PLT7451,FO_22,First Officer,A320,29,8,20,2,2025-12-30 15:00
FLY1185,Pune to Bangalore,2025-12-31 19:00,2025-12-31 20:05,A320,1h 5m,PLT8380,Captain_7,Captain,A320,48,26,18,1,2025-12-31 01:00
FLY1186,Hyderabad to Pune,2025-12-31 12:00,2025-12-31 14:44,B737,2h 44m,PLT7280,FO_20,First Officer,B737,39,18,19,1,2025-12-30 17:00
FLY1187,Chennai to Guwahati,2025-12-31 19:15,2025-12-31 21:40,B737,2h 25m,PLT7589,Captain_18,Captain,B737,51,29,21,4,2025-12-30 22:15
FLY1188,Ahmedabad to Goa,2025-12-31 04:15,2025-12-31 05:57,B737,1h 42m,PLT8802,Captain_47,Captain,B737,46,24,16,3,2025-12-30 12:15
FLY1189,Pune to Delhi,2025-12-31 07:45,2025-12-31 10:22,B737,2h 37m,PLT7988,Captain_41,Captain,B737,55,33,23,3,2025-12-30 08:45
FLY1190,Kolkata to Pune,2025-12-31 08:30,2025-12-31 11:19,B737,2h 49m,PLT5587,FO_38,First Officer,B737,27,6,23,2,2025-12-30 09:30
FLY1191,Kolkata to Guwahati,2025-12-31 07:15,2025-12-31 09:54,B737,2h 39m,PLT8858,FO_5,First Officer,B737,39,18,18,1,2025-12-30 13:15
FLY1192,Pune to Mumbai,2025-12-31 04:00,2025-12-31 05:54,A320,1h 54m,PLT8324,Captain_18,Captain,A320,48,26,13,3,2025-12-30 15:00
FLY1193,Kolkata to Ahmedabad,2025-12-31 13:00,2025-12-31 13:54,B737,0h 54m,PLT5034,FO_50,First Officer,B737,28,7,22,2,2025-12-30 15:00
FLY1194,Bangalore to Mumbai,2025-12-31 07:15,2025-12-31 09:44,B737,2h 29m,PLT7566,FO_12,First Officer,B737,34,13,9,6,2025-12-30 22:15
FLY1195,Hyderabad to Goa,2025-12-31 07:45,2025-12-31 09:20,A320,1h 35m,PLT8339,Captain_43,Captain,A320,56,34,13,3,2025-12-30 18:45
FLY1196,Mumbai to Ahmedabad,2025-12-31 10:00,2025-12-31 11:39,A320,1h 39m,PLT7486,FO_35,First Officer,A320,36,15,17,1,2025-12-30 17:00
FLY1197,Ahmedabad to Chennai,2025-12-31 12:00,2025-12-31 14:33,A320,2h 33m,PLT8301,Captain_14,Captain,A320,57,35,19,3,2025-12-30 17:00
FLY1198,Pune to Mumbai,2025-12-31 17:30,2025-12-31 18:43,A320,1h 13m,PLT5352,Captain_6,Captain,A320,40,18,8,7,2025-12-31 09:30
FLY1199,Guwahati to Bangalore,2025-12-31 03:15,2025-12-31 04:48,A320,1h 33m,PLT7835,FO_45,First Officer,A320,32,11,18,2,2025-12-30 09:15
FLY1200,Goa to Delhi,2025-12-31 15:15,2025-12-31 17:12,B737,1h 57m,PLT6375,FO_3,First Officer,B737,33,12,22,4,2025-12-30 17:15
FLY1201,Guwahati to Hyderabad,2025-12-31 17:45,2025-12-31 19:23,B737,1h 38m,PLT6782,Captain_31,Captain,B737,47,25,22,3,2025-12-30 19:45
FLY1202,Mumbai to Goa,2025-12-31 08:00,2025-12-31 10:31,A320,2h 31m,PLT5032,Captain_1,Captain,A320,45,23,17,1,2025-12-30 15:00
FLY1203,Guwahati to Kolkata,2025-12-31 20:00,2025-12-31 21:55,A320,1h 55m,PLT6931,FO_25,First Officer,A320,31,10,19,1,2025-12-31 01:00
FLY1204,Kolkata to Hyderabad,2025-12-31 09:30,2025-12-31 10:35,A320,1h 5m,PLT8532,Captain_44,Captain,A320,55,33,12,6,2025-12-30 21:30
FLY1205,Pune to Bangalore,2025-12-31 14:45,2025-12-31 17:09,A320,2h 24m,PLT6271,FO_25,First Officer,A320,37,16,23,1,2025-12-30 15:45
FLY1206,Ahmedabad to Delhi,2025-12-31 05:45,2025-12-31 08:04,A320,2h 19m,PLT8014,FO_31,First Officer,A320,34,13,19,1,2025-12-30 10:45
FLY1207,Ahmedabad to Hyderabad,2025-12-31 15:45,2025-12-31 17:18,A320,1h 33m,PLT7729,Captain_28,Captain,A320,49,27,11,7,2025-12-31 04:45
FLY1208,Bangalore to Hyderabad,2025-12-31 03:00,2025-12-31 04:26,A320,1h 26m,PLT5279,FO_13,First Officer,A320,36,15,21,3,2025-12-30 06:00
FLY1209,Mumbai to Hyderabad,2025-12-31 15:45,2025-12-31 18:08,B737,2h 23m,PLT5043,FO_11,First Officer,B737,24,3,22,2,2025-12-30 17:45
FLY1210,Chennai to Mumbai,2025-12-31 00:00,2025-12-31 00:53,B737,0h 53m,PLT8661,Captain_11,Captain,B737,42,20,9,9,2025-12-30 15:00
FLY1211,Chennai to Mumbai,2025-12-31 03:00,2025-12-31 04:33,A320,1h 33m,PLT6353,FO_35,First Officer,A320,39,18,23,4,2025-12-30 04:00
FLY1212,Ahmedabad to Goa,2025-12-31 15:00,2025-12-31 16:15,B737,1h 15m,PLT6150,FO_17,First Officer,B737,29,8,10,7,2025-12-31 05:00
FLY1213,Ahmedabad to Mumbai,2025-12-31 13:00,2025-12-31 15:08,B737,2h 8m,PLT5718,Captain_35,Captain,B737,47,25,12,9,2025-12-31 01:00
FLY1214,Kolkata to Goa,2025-12-31 00:45,2025-12-31 02:56,A320,2h 11m,PLT6285,Captain_18,Captain,A320,54,32,18,2,2025-12-30 06:45
FLY1215,Guwahati to Bangalore,2025-12-31 05:30,2025-12-31 08:07,B737,2h 37m,PLT6712,Captain_13,Captain,B737,41,19,9,5,2025-12-30 20:30
FLY1216,Hyderabad to Chennai,2025-12-31 08:15,2025-12-31 09:37,A320,1h 22m,PLT5084,FO_18,First Officer,A320,37,16,20,3,2025-12-30 12:15
FLY1217,Kolkata to Chennai,2025-12-31 19:15,2025-12-31 20:02,B737,0h 47m,PLT8435,FO_3,First Officer,B737,36,15,14,4,2025-12-31 05:15
FLY1218,Goa to Pune,2025-12-31 16:15,2025-12-31 17:34,B737,1h 19m,PLT8501,FO_24,First Officer,B737,36,15,22,2,2025-12-30 18:15
FLY1219,Delhi to Ahmedabad,2025-12-31 08:45,2025-12-31 11:42,B737,2h 57m,PLT7682,FO_29,First Officer,B737,30,9,17,1,2025-12-30 15:45
FLY1220,Guwahati to Hyderabad,2025-12-31 07:15,2025-12-31 08:04,A320,0h 49m,PLT5425,Captain_6,Captain,A320,41,19,8,9,2025-12-30 23:15
FLY1221,Pune to Kolkata,2025-12-31 02:15,2025-12-31 03:37,B737,1h 22m,PLT5762,FO_27,First Officer,B737,25,4,19,2,2025-12-30 07:15
FLY1222,Ahmedabad to Delhi,2025-12-31 14:15,2025-12-31 16:43,A320,2h 28m,PLT6891,FO_2,First Officer,A320,29,8,17,1,2025-12-30 21:15
FLY1223,Bangalore to Goa,2025-12-31 10:00,2025-12-31 11:20,A320,1h 20m,PLT5030,Captain_43,Captain,A320,52,30,14,2,2025-12-30 20:00
FLY1224,Ahmedabad to Bangalore,2025-12-31 05:45,2025-12-31 08:21,A320,2h 36m,PLT5120,FO_27,First Officer,A320,26,5,12,9,2025-12-30 17:45
FLY1225,Kolkata to Bangalore,2025-12-31 12:30,2025-12-31 14:28,A320,1h 58m,PLT7170,FO_31,First Officer,A320,30,9,14,1,2025-12-30 22:30
FLY1226,Kolkata to Pune,2025-12-31 12:45,2025-12-31 14:37,A320,1h 52m,PLT8130,FO_48,First Officer,A320,32,11,22,3,2025-12-30 14:45
FLY1227,Kolkata to Goa,2025-12-31 05:15,2025-12-31 07:46,B737,2h 31m,PLT7298,Captain_41,Captain,B737,47,25,22,4,2025-12-30 07:15
FLY1228,Pune to Chennai,2025-12-31 00:45,2025-12-31 02:21,B737,1h 36m,PLT5213,Captain_37,Captain,B737,60,38,21,3,2025-12-30 03:45
FLY1229,Guwahati to Bangalore,2025-12-31 04:45,2025-12-31 06:31,A320,1h 46m,PLT8119,FO_6,First Officer,A320,30,9,22,1,2025-12-30 06:45
FLY1230,Goa to Bangalore,2025-12-31 18:30,2025-12-31 21:25,A320,2h 55m,PLT8912,Captain_12,Captain,A320,56,34,24,3,2025-12-30 18:30
FLY1231,Chennai to Ahmedabad,2025-12-31 03:00,2025-12-31 04:17,A320,1h 17m,PLT7397,Captain_27,Captain,A320,58,36,10,7,2025-12-30 17:00
FLY1232,Delhi to Pune,2025-12-31 15:00,2025-12-31 17:27,B737,2h 27m,PLT8415,FO_35,First Officer,B737,31,10,18,4,2025-12-30 21:00
FLY1233,Mumbai to Delhi,2025-12-31 00:30,2025-12-31 03:29,A320,2h 59m,PLT7104,Captain_15,Captain,A320,47,25,19,2,2025-12-30 05:30
FLY1234,Ahmedabad to Delhi,2025-12-31 02:00,2025-12-31 03:18,A320,1h 18m,PLT5218,FO_5,First Officer,A320,30,9,14,4,2025-12-30 12:00
FLY1235,Pune to Hyderabad,2025-12-31 12:30,2025-12-31 15:18,A320,2h 48m,PLT6728,FO_46,First Officer,A320,28,7,19,2,2025-12-30 17:30
FLY1236,Hyderabad to Goa,2025-12-31 07:30,2025-12-31 10:21,A320,2h 51m,PLT6644,Captain_15,Captain,A320,53,31,13,3,2025-12-30 18:30
FLY1237,Bangalore to Delhi,2025-12-31 00:00,2025-12-31 02:19,A320,2h 19m,PLT8023,FO_50,First Officer,A320,31,10,11,8,2025-12-30 13:00
FLY1238,Bangalore to Goa,2025-12-31 06:30,2025-12-31 08:26,B737,1h 56m,PLT6469,Captain_34,Captain,B737,47,25,23,1,2025-12-30 07:30
FLY1239,Bangalore to Pune,2025-12-31 03:00,2025-12-31 04:06,B737,1h 6m,PLT7577,Captain_47,Captain,B737,43,21,22,3,2025-12-30 05:00
FLY1240,Bangalore to Guwahati,2025-12-31 06:30,2025-12-31 07:57,B737,1h 27m,PLT6186,FO_42,First Officer,B737,27,6,16,4,2025-12-30 14:30
FLY1241,Goa to Pune,2025-12-31 11:00,2025-12-31 12:47,B737,1h 47m,PLT5625,FO_28,First Officer,B737,30,9,11,7,2025-12-31 00:00
FLY1242,Kolkata to Goa,2025-12-31 06:30,2025-12-31 08:46,B737,2h 16m,PLT6389,Captain_34,Captain,B737,51,29,8,9,2025-12-30 22:30
FLY1243,Guwahati to Bangalore,2025-12-31 11:45,2025-12-31 12:43,B737,0h 58m,PLT7370,FO_11,First Officer,B737,34,13,17,1,2025-12-30 18:45
FLY1244,Chennai to Bangalore,2025-12-31 03:45,2025-12-31 06:10,A320,2h 25m,PLT5482,Captain_46,Captain,A320,45,23,9,7,2025-12-30 18:45
FLY1245,Ahmedabad to Kolkata,2025-12-31 05:00,2025-12-31 06:19,A320,1h 19m,PLT8024,Captain_17,Captain,A320,46,24,9,7,2025-12-30 20:00
FLY1246,Pune to Ahmedabad,2025-12-31 15:15,2025-12-31 16:53,A320,1h 38m,PLT5983,Captain_37,Captain,A320,46,24,18,3,2025-12-30 21:15
FLY1247,Pune to Mumbai,2025-12-31 18:30,2025-12-31 20:59,B737,2h 29m,PLT5956,FO_18,First Officer,B737,38,17,14,3,2025-12-31 04:30
FLY1248,Hyderabad to Guwahati,2025-12-31 13:45,2025-12-31 14:35,B737,0h 50m,PLT8517,FO_35,First Officer,B737,26,5,12,5,2025-12-31 01:45
FLY1249,Ahmedabad to Bangalore,2025-12-31 16:30,2025-12-31 18:23,A320,1h 53m,PLT6927,FO_11,First Officer,A320,32,11,12,7,2025-12-31 04:30
FLY1250,Guwahati to Kolkata,2025-12-31 00:15,2025-12-31 01:52,B737,1h 37m,PLT8144,Captain_28,Captain,B737,44,22,19,2,2025-12-30 05:15
FLY1251,Chennai to Ahmedabad,2025-12-31 07:45,2025-12-31 08:46,B737,1h 1m,PLT6898,FO_22,First Officer,B737,27,6,12,5,2025-12-30 19:45
FLY1252,Bangalore to Chennai,2025-12-31 03:00,2025-12-31 03:50,A320,0h 50m,PLT8487,Captain_5,Captain,A320,57,35,10,5,2025-12-30 17:00
FLY1253,Guwahati to Bangalore,2025-12-31 06:45,2025-12-31 07:42,A320,0h 57m,PLT7848,FO_38,First Officer,A320,29,8,20,3,2025-12-30 10:45
FLY1254,Hyderabad to Guwahati,2025-12-31 06:15,2025-12-31 07:10,B737,0h 55m,PLT5191,FO_22,First Officer,B737,39,18,18,4,2025-12-30 12:15
FLY1255,Guwahati to Chennai,2025-12-31 16:45,2025-12-31 19:16,B737,2h 31m,PLT6899,FO_45,First Officer,B737,35,14,13,1,2025-12-31 03:45
FLY1256,Chennai to Hyderabad,2025-12-31 19:45,2025-12-31 21:10,A320,1h 25m,PLT5731,FO_14,First Officer,A320,32,11,19,4,2025-12-31 00:45
FLY1257,Goa to Guwahati,2025-12-31 15:45,2025-12-31 17:22,A320,1h 37m,PLT5536,Captain_9,Captain,A320,51,29,21,4,2025-12-30 18:45
FLY1258,Bangalore to Mumbai,2025-12-31 09:00,2025-12-31 10:41,A320,1h 41m,PLT8417,FO_48,First Officer,A320,39,18,15,2,2025-12-30 18:00
FLY1259,Chennai to Hyderabad,2025-12-31 19:15,2025-12-31 20:34,A320,1h 19m,PLT8973,Captain_42,Captain,A320,51,29,22,1,2025-12-30 21:15
FLY1260,Pune to Kolkata,2025-12-31 10:30,2025-12-31 11:51,B737,1h 21m,PLT6911,Captain_31,Captain,B737,50,28,23,2,2025-12-30 11:30
FLY1261,Bangalore to Chennai,2025-12-31 19:15,2025-12-31 21:36,B737,2h 21m,PLT5271,Captain_44,Captain,B737,44,22,14,4,2025-12-31 05:15
FLY1262,Mumbai to Hyderabad,2025-12-31 12:45,2025-12-31 15:26,B737,2h 41m,PLT5387,Captain_45,Captain,B737,47,25,8,5,2025-12-31 04:45
FLY1263,Bangalore to Hyderabad,2025-12-31 02:15,2025-12-31 03:41,B737,1h 26m,PLT6051,FO_47,First Officer,B737,28,7,8,9,2025-12-30 18:15
FLY1264,Pune to Goa,2025-12-31 18:45,2025-12-31 19:43,B737,0h 58m,PLT5183,Captain_32,Captain,B737,60,38,12,9,2025-12-31 06:45
FLY1265,Pune to Bangalore,2025-12-31 20:00,2025-12-31 21:42,B737,1h 42m,PLT5039,FO_42,First Officer,B737,36,15,15,1,2025-12-31 05:00
FLY1266,Kolkata to Pune,2025-12-31 19:30,2025-12-31 22:22,A320,2h 52m,PLT7729,FO_21,First Officer,A320,27,6,8,6,2025-12-31 11:30
FLY1267,Mumbai to Guwahati,2025-12-31 00:15,2025-12-31 01:43,B737,1h 28m,PLT6301,FO_29,First Officer,B737,37,16,15,3,2025-12-30 09:15
FLY1268,Bangalore to Goa,2025-12-31 02:30,2025-12-31 04:56,B737,2h 26m,PLT7371,Captain_41,Captain,B737,55,33,22,2,2025-12-30 04:30
FLY1269,Pune to Chennai,2025-12-31 02:00,2025-12-31 03:02,A320,1h 2m,PLT6001,Captain_50,Captain,A320,44,22,24,1,2025-12-30 02:00
FLY1270,Goa to Ahmedabad,2025-12-31 01:15,2025-12-31 02:51,A320,1h 36m,PLT6130,Captain_21,Captain,A320,58,36,11,5,2025-12-30 14:15
FLY1271,Goa to Bangalore,2025-12-31 09:00,2025-12-31 10:22,B737,1h 22m,PLT5474,Captain_17,Captain,B737,54,32,16,4,2025-12-30 17:00
FLY1272,Delhi to Pune,2025-12-31 02:00,2025-12-31 03:13,B737,1h 13m,PLT6297,FO_2,First Officer,B737,31,10,8,9,2025-12-30 18:00
FLY1273,Delhi to Hyderabad,2025-12-31 04:45,2025-12-31 07:24,B737,2h 39m,PLT5247,Captain_32,Captain,B737,57,35,11,5,2025-12-30 17:45
FLY1274,Guwahati to Ahmedabad,2025-12-31 13:30,2025-12-31 14:54,A320,1h 24m,PLT6677,FO_15,First Officer,A320,27,6,15,2,2025-12-30 22:30
FLY1275,Goa to Hyderabad,2025-12-31 14:30,2025-12-31 17:20,A320,2h 50m,PLT7858,FO_19,First Officer,A320,35,14,18,4,2025-12-30 20:30
FLY1276,Mumbai to Guwahati,2025-12-31 05:45,2025-12-31 07:56,B737,2h 11m,PLT5327,FO_42,First Officer,B737,28,7,8,5,2025-12-30 21:45
FLY1277,Delhi to Goa,2025-12-31 08:00,2025-12-31 10:09,B737,2h 9m,PLT6983,FO_43,First Officer,B737,28,7,13,4,2025-12-30 19:00
FLY1278,Pune to Ahmedabad,2025-12-31 03:45,2025-12-31 05:27,A320,1h 42m,PLT6669,FO_45,First Officer,A320,38,17,12,6,2025-12-30 15:45
FLY1279,Chennai to Bangalore,2025-12-31 01:15,2025-12-31 04:10,B737,2h 55m,PLT6330,FO_12,First Officer,B737,31,10,18,4,2025-12-30 07:15
FLY1280,Pune to Delhi,2025-12-31 12:30,2025-12-31 14:04,A320,1h 34m,PLT5659,FO_34,First Officer,A320,36,15,9,7,2025-12-31 03:30
FLY1281,Mumbai to Delhi,2025-12-31 07:30,2025-12-31 09:14,A320,1h 44m,PLT7125,Captain_9,Captain,A320,51,29,10,8,2025-12-30 21:30
FLY1282,Guwahati to Hyderabad,2025-12-31 17:15,2025-12-31 19:16,A320,2h 1m,PLT8199,Captain_8,Captain,A320,51,29,21,4,2025-12-30 20:15
FLY1283,Goa to Guwahati,2025-12-31 11:00,2025-12-31 12:44,A320,1h 44m,PLT5346,FO_47,First Officer,A320,27,6,12,8,2025-12-30 23:00
FLY1284,Bangalore to Mumbai,2025-12-31 12:45,2025-12-31 14:16,B737,1h 31m,PLT8971,FO_1,First Officer,B737,24,3,19,4,2025-12-30 17:45
FLY1285,Kolkata to Delhi,2025-12-31 13:30,2025-12-31 15:04,B737,1h 34m,PLT7352,FO_29,First Officer,B737,37,16,18,3,2025-12-30 19:30
FLY1286,Mumbai to Bangalore,2025-12-31 20:30,2025-12-31 22:39,B737,2h 9m,PLT5153,FO_14,First Officer,B737,29,8,18,4,2025-12-31 02:30
FLY1287,Chennai to Ahmedabad,2025-12-31 06:00,2025-12-31 07:49,B737,1h 49m,PLT5670,Captain_23,Captain,B737,45,23,10,8,2025-12-30 20:00
FLY1288,Chennai to Ahmedabad,2025-12-31 19:15,2025-12-31 20:42,B737,1h 27m,PLT8131,FO_46,First Officer,B737,35,14,17,3,2025-12-31 02:15
FLY1289,Pune to Goa,2025-12-31 11:00,2025-12-31 13:50,A320,2h 50m,PLT6079,FO_10,First Officer,A320,30,9,12,7,2025-12-30 23:00
FLY1290,Guwahati to Hyderabad,2025-12-31 13:30,2025-12-31 14:31,A320,1h 1m,PLT6719,FO_18,First Officer,A320,37,16,20,2,2025-12-30 17:30
FLY1291,Pune to Guwahati,2025-12-31 07:30,2025-12-31 10:21,B737,2h 51m,PLT5800,Captain_7,Captain,B737,50,28,11,7,2025-12-30 20:30
FLY1292,Chennai to Ahmedabad,2025-12-31 12:45,2025-12-31 13:45,A320,1h 0m,PLT6548,FO_35,First Officer,A320,29,8,8,9,2025-12-31 04:45
FLY1293,Guwahati to Goa,2025-12-31 17:00,2025-12-31 17:52,B737,0h 52m,PLT8653,FO_46,First Officer,B737,25,4,9,7,2025-12-31 08:00
FLY1294,Goa to Chennai,2025-12-31 12:15,2025-12-31 14:15,A320,2h 0m,PLT6889,FO_39,First Officer,A320,37,16,10,8,2025-12-31 02:15
FLY1295,Ahmedabad to Guwahati,2025-12-31 18:45,2025-12-31 21:37,A320,2h 52m,PLT6228,Captain_9,Captain,A320,60,38,19,2,2025-12-30 23:45
FLY1296,Goa to Ahmedabad,2025-12-31 03:45,2025-12-31 05:32,B737,1h 47m,PLT8625,Captain_32,Captain,B737,53,31,22,1,2025-12-30 05:45
FLY1297,Goa to Ahmedabad,2025-12-31 04:00,2025-12-31 06:57,B737,2h 57m,PLT6222,Captain_11,Captain,B737,51,29,11,8,2025-12-30 17:00
FLY1298,Guwahati to Goa,2025-12-31 05:45,2025-12-31 08:21,A320,2h 36m,PLT7078,Captain_45,Captain,A320,41,19,13,4,2025-12-30 16:45
FLY1299,Goa to Delhi,2025-12-31 04:15,2025-12-31 06:42,A320,2h 27m,PLT8449,Captain_19,Captain,A320,59,37,10,6,2025-12-30 18:15
FLY1300,Ahmedabad to Delhi,2025-12-31 01:15,2025-12-31 02:02,A320,0h 47m,PLT6503,Captain_36,Captain,A320,51,29,16,4,2025-12-30 09:15
FLY1301,Ahmedabad to Pune,2025-12-31 18:45,2025-12-31 21:37,B737,2h 52m,PLT8938,Captain_34,Captain,B737,52,30,16,3,2025-12-31 02:45
FLY1302,Mumbai to Pune,2025-12-31 14:15,2025-12-31 16:02,B737,1h 47m,PLT7601,Captain_15,Captain,B737,54,32,21,4,2025-12-30 17:15
FLY1303,Mumbai to Pune,2025-12-31 16:30,2025-12-31 19:16,A320,2h 46m,PLT7412,Captain_16,Captain,A320,41,19,14,3,2025-12-31 02:30
FLY1304,Guwahati to Kolkata,2025-12-31 01:00,2025-12-31 03:27,B737,2h 27m,PLT6921,FO_13,First Officer,B737,30,9,23,1,2025-12-30 02:00
FLY1305,Goa to Guwahati,2025-12-31 08:30,2025-12-31 09:27,B737,0h 57m,PLT7283,Captain_45,Captain,B737,42,20,19,1,2025-12-30 13:30
FLY1306,Ahmedabad to Mumbai,2025-12-31 04:45,2025-12-31 06:06,B737,1h 21m,PLT6938,Captain_33,Captain,B737,49,27,12,7,2025-12-30 16:45
FLY1307,Hyderabad to Goa,2025-12-31 05:45,2025-12-31 06:50,B737,1h 5m,PLT7360,FO_16,First Officer,B737,33,12,8,7,2025-12-30 21:45
FLY1308,Guwahati to Mumbai,2025-12-31 10:00,2025-12-31 11:55,B737,1h 55m,PLT7210,FO_48,First Officer,B737,24,3,24,2,2025-12-30 10:00
FLY1309,Hyderabad to Pune,2025-12-31 14:30,2025-12-31 17:18,B737,2h 48m,PLT5862,Captain_22,Captain,B737,43,21,21,3,2025-12-30 17:30
FLY1310,Delhi to Mumbai,2025-12-31 17:15,2025-12-31 19:15,A320,2h 0m,PLT6072,Captain_12,Captain,A320,48,26,15,2,2025-12-31 02:15
FLY1311,Goa to Guwahati,2025-12-31 00:45,2025-12-31 02:49,B737,2h 4m,PLT5741,Captain_25,Captain,B737,59,37,15,3,2025-12-30 09:45
FLY1312,Ahmedabad to Guwahati,2025-12-31 17:00,2025-12-31 19:23,A320,2h 23m,PLT5906,Captain_28,Captain,A320,57,35,9,6,2025-12-31 08:00
FLY1313,Guwahati to Mumbai,2025-12-31 07:30,2025-12-31 08:36,A320,1h 6m,PLT8279,Captain_12,Captain,A320,59,37,24,1,2025-12-30 07:30
FLY1314,Delhi to Mumbai,2025-12-31 04:30,2025-12-31 06:21,A320,1h 51m,PLT5454,Captain_39,Captain,A320,55,33,14,2,2025-12-30 14:30
FLY1315,Ahmedabad to Chennai,2025-12-31 10:15,2025-12-31 12:12,B737,1h 57m,PLT6293,FO_32,First Officer,B737,39,18,24,3,2025-12-30 10:15
FLY1316,Ahmedabad to Chennai,2025-12-31 04:00,2025-12-31 05:30,A320,1h 30m,PLT8291,FO_1,First Officer,A320,30,9,17,2,2025-12-30 11:00
FLY1317,Hyderabad to Guwahati,2025-12-31 09:30,2025-12-31 11:06,A320,1h 36m,PLT5266,FO_29,First Officer,A320,33,12,23,2,2025-12-30 10:30
FLY1318,Goa to Kolkata,2025-12-31 12:45,2025-12-31 14:48,A320,2h 3m,PLT8095,FO_25,First Officer,A320,39,18,10,6,2025-12-31 02:45
FLY1319,Guwahati to Bangalore,2025-12-31 06:00,2025-12-31 08:16,A320,2h 16m,PLT8345,FO_49,First Officer,A320,36,15,12,7,2025-12-30 18:00
