flight_id,flight_date,airline,origin_airport,destination_airport,scheduled_departure,scheduled_arrival,flight_status,delay_minutes,disruption_type,disruption_severity,available_captains,available_first_officers,standby_crew,max_duty_hours,rest_required_hours,airport_congestion_level,slots_available,recovery_action
FL1172,2025-02-16,Vistara,BOM,DEL,8:45,11:00,CANCELLED,60,WEATHER,LOW,2,1,2,8,12,HIGH,3,CANCEL_FLIGHT
FL1173,2025-02-16,Vistara,BOM,DEL,10:25,12:40,DELAYED,120,WEATHER,LOW,5,3,3,8,12,LOW,4,NO_ACTION
FL1174,2025-02-16,Vistara,BOM,DEL,14:40,16:55,DELAYED,60,CREW,MEDIUM,1,4,3,8,12,LOW,6,SWAP_AIRCRAFT
FL1175,2025-02-16,Air India,BOM,DEL,10:00,12:15,DELAYED,0,WEATHER,MEDIUM,2,1,2,8,12,HIGH,1,CANCEL_FLIGHT
FL1176,2025-02-16,Air India,DEL,BOM,18:00,20:00,CANCELLED,120,ATC,HIGH,2,2,0,8,12,LOW,8,REASSIGN_CREW
FL1177,2025-02-16,Air India,DEL,BOM,20:00,22:10,DELAYED,0,TECHNICAL,HIGH,5,4,0,8,12,HIGH,0,NO_ACTION
FL1178,2025-02-16,IndiGo,DEL,BOM,23:35,1:45,ON_TIME,30,ATC,HIGH,1,1,2,8,12,HIGH,1,NO_ACTION
FL1179,2025-02-16,IndiGo,DEL,BOM,18:40,20:50,ON_TIME,30,TECHNICAL,MEDIUM,5,4,0,8,12,LOW,6,DELAY_30
FL1180,2025-02-16,Air India,DEL,BOM,19:00,21:15,ON_TIME,60,ATC,HIGH,4,1,0,8,12,LOW,2,REASSIGN_CREW
FL1181,2025-02-16,Vistara,DEL,BOM,15:30,17:40,ON_TIME,30,TECHNICAL,LOW,5,3,1,8,12,HIGH,0,CANCEL_FLIGHT
FL1182,2025-02-16,Vistara,DEL,BOM,19:50,22:00,CANCELLED,60,CREW,HIGH,4,5,2,8,12,LOW,7,SWAP_AIRCRAFT
FL1183,2025-02-16,Vistara,DEL,BOM,20:40,22:50,ON_TIME,30,NONE,LOW,5,5,2,8,12,HIGH,1,REASSIGN_CREW
FL1184,2025-02-16,Vistara,DEL,BOM,21:40,23:50,DELAYED,15,ATC,LOW,2,1,0,8,12,HIGH,5,CANCEL_FLIGHT
FL1185,2025-02-16,IndiGo,DEL,BOM,17:15,19:25,DELAYED,0,NONE,MEDIUM,1,4,2,8,12,HIGH,6,CANCEL_FLIGHT
FL1186,2025-02-16,IndiGo,DEL,BOM,21:15,23:30,CANCELLED,30,WEATHER,MEDIUM,2,5,3,8,12,LOW,8,DELAY_30
FL1187,2025-02-16,Vistara,DEL,BOM,19:00,21:15,CANCELLED,0,CREW,HIGH,5,3,1,8,12,LOW,5,SWAP_AIRCRAFT
FL1188,2025-02-16,Vistara,DEL,BOM,16:45,19:05,DELAYED,120,CREW,LOW,4,1,3,8,12,MEDIUM,0,DELAY_30
FL1189,2025-02-16,Vistara,DEL,BOM,17:45,20:05,DELAYED,0,TECHNICAL,HIGH,3,3,0,8,12,LOW,6,DELAY_30
FL1190,2025-02-16,AirAsia India,DEL,BOM,4:25,6:35,CANCELLED,30,NONE,LOW,2,1,3,8,12,LOW,8,CANCEL_FLIGHT
FL1191,2025-02-16,Air India,DEL,BOM,7:00,9:05,DELAYED,30,NONE,HIGH,4,5,2,8,12,LOW,2,REASSIGN_CREW
FL1192,2025-02-16,Go First,DEL,BOM,13:30,15:35,CANCELLED,120,ATC,LOW,2,5,0,8,12,MEDIUM,3,SWAP_AIRCRAFT
FL1193,2025-02-16,Air India,DEL,BOM,8:00,10:10,ON_TIME,60,TECHNICAL,HIGH,2,4,1,8,12,MEDIUM,2,DELAY_30
FL1194,2025-02-16,Vistara,DEL,BOM,9:30,11:35,CANCELLED,120,WEATHER,LOW,4,5,0,8,12,HIGH,0,SWAP_AIRCRAFT
FL1195,2025-02-16,Go First,DEL,BOM,7:00,9:10,CANCELLED,60,NONE,MEDIUM,1,3,0,8,12,HIGH,8,CANCEL_FLIGHT
FL1196,2025-02-16,Go First,DEL,BOM,8:00,10:10,DELAYED,30,WEATHER,LOW,5,4,1,8,12,MEDIUM,1,REASSIGN_CREW
FL1197,2025-02-16,IndiGo,DEL,BOM,6:30,8:40,ON_TIME,30,CREW,HIGH,4,5,2,8,12,HIGH,9,DELAY_30
FL1198,2025-02-16,IndiGo,DEL,BOM,12:00,14:10,ON_TIME,15,TECHNICAL,MEDIUM,3,1,3,8,12,MEDIUM,2,SWAP_AIRCRAFT
FL1199,2025-02-16,IndiGo,DEL,BOM,7:15,9:25,DELAYED,30,TECHNICAL,LOW,3,5,2,8,12,MEDIUM,3,REASSIGN_CREW
FL1200,2025-02-16,Air India,DEL,BOM,9:00,11:15,ON_TIME,120,TECHNICAL,LOW,1,1,3,8,12,HIGH,2,DELAY_30
FL1201,2025-02-16,Vistara,DEL,BOM,5:45,7:55,DELAYED,0,TECHNICAL,HIGH,2,4,2,8,12,HIGH,0,REASSIGN_CREW
FL1202,2025-02-16,Vistara,DEL,BOM,12:50,15:00,ON_TIME,15,NONE,MEDIUM,3,4,2,8,12,HIGH,4,SWAP_AIRCRAFT
FL1203,2025-02-16,Vistara,DEL,BOM,14:20,16:30,CANCELLED,30,NONE,LOW,3,5,3,8,12,HIGH,8,REASSIGN_CREW
FL1204,2025-02-16,Go First,DEL,BOM,14:20,16:35,DELAYED,30,ATC,MEDIUM,5,5,2,8,12,LOW,1,REASSIGN_CREW
FL1205,2025-02-16,Go First,DEL,BOM,15:00,17:15,ON_TIME,30,WEATHER,HIGH,4,4,0,8,12,MEDIUM,6,CANCEL_FLIGHT
FL1206,2025-02-16,Vistara,DEL,BOM,7:30,9:45,CANCELLED,15,NONE,MEDIUM,1,5,1,8,12,MEDIUM,7,SWAP_AIRCRAFT
FL1207,2025-02-16,Vistara,DEL,BOM,10:20,12:35,ON_TIME,30,WEATHER,LOW,1,5,3,8,12,MEDIUM,6,CANCEL_FLIGHT
FL1208,2025-02-16,Go First,DEL,BOM,10:30,12:50,CANCELLED,120,ATC,LOW,5,5,3,8,12,LOW,1,DELAY_30
FL1209,2025-02-16,IndiGo,DEL,BOM,8:45,11:05,CANCELLED,30,NONE,LOW,1,2,0,8,12,HIGH,9,CANCEL_FLIGHT
FL1210,2025-02-16,IndiGo,DEL,BOM,10:45,13:05,ON_TIME,15,CREW,MEDIUM,1,5,2,8,12,MEDIUM,10,REASSIGN_CREW
FL1211,2025-02-16,Go First,DEL,BOM,2:00,4:15,DELAYED,15,WEATHER,HIGH,4,3,0,8,12,HIGH,1,REASSIGN_CREW
FL1212,2025-02-16,IndiGo,DEL,BOM,14:20,16:35,DELAYED,30,TECHNICAL,MEDIUM,4,5,0,8,12,HIGH,4,NO_ACTION
FL1213,2025-02-16,Vistara,DEL,BOM,8:50,11:10,CANCELLED,60,TECHNICAL,HIGH,3,2,2,8,12,LOW,5,CANCEL_FLIGHT
FL1214,2025-02-16,Vistara,DEL,BOM,11:40,14:00,DELAYED,120,TECHNICAL,HIGH,2,4,3,8,12,MEDIUM,5,NO_ACTION
FL1215,2025-02-16,IndiGo,DEL,BOM,9:30,12:00,ON_TIME,0,CREW,MEDIUM,5,3,3,8,12,MEDIUM,4,DELAY_30
FL1216,2025-02-16,AirAsia India,BOM,DEL,22:55,1:00,ON_TIME,120,WEATHER,MEDIUM,5,1,1,8,12,HIGH,4,CANCEL_FLIGHT
FL1217,2025-02-16,IndiGo,BOM,DEL,19:35,21:25,DELAYED,120,NONE,HIGH,5,3,2,8,12,MEDIUM,3,NO_ACTION
FL1218,2025-02-16,Go First,BOM,DEL,16:30,18:35,CANCELLED,60,WEATHER,LOW,2,1,2,8,12,MEDIUM,1,DELAY_30
FL1219,2025-02-16,IndiGo,BOM,DEL,20:30,22:35,DELAYED,60,NONE,MEDIUM,3,1,3,8,12,HIGH,0,DELAY_30
FL1220,2025-02-16,IndiGo,BOM,DEL,17:15,19:20,DELAYED,60,CREW,HIGH,2,5,1,8,12,HIGH,7,REASSIGN_CREW
FL1221,2025-02-16,IndiGo,BOM,DEL,18:30,20:35,ON_TIME,120,CREW,LOW,4,3,1,8,12,MEDIUM,10,CANCEL_FLIGHT
FL1222,2025-02-16,Vistara,BOM,DEL,20:55,23:00,DELAYED,120,TECHNICAL,HIGH,3,5,2,8,12,LOW,0,SWAP_AIRCRAFT
FL1223,2025-02-16,Air India,BOM,DEL,21:30,23:45,ON_TIME,60,WEATHER,MEDIUM,3,2,1,8,12,MEDIUM,5,DELAY_30
FL1224,2025-02-16,Go First,BOM,DEL,18:00,20:10,CANCELLED,0,TECHNICAL,LOW,5,3,3,8,12,LOW,0,REASSIGN_CREW
FL1225,2025-02-16,Go First,BOM,DEL,22:40,0:50,CANCELLED,30,CREW,HIGH,2,1,1,8,12,MEDIUM,1,NO_ACTION
FL1226,2025-02-16,Air India,BOM,DEL,16:00,18:15,DELAYED,120,CREW,HIGH,5,4,0,8,12,LOW,3,DELAY_30
FL1227,2025-02-16,Air India,BOM,DEL,19:00,21:15,CANCELLED,120,ATC,MEDIUM,5,4,0,8,12,LOW,3,NO_ACTION
FL1228,2025-02-16,Vistara,BOM,DEL,17:35,19:45,CANCELLED,120,TECHNICAL,MEDIUM,1,4,2,8,12,HIGH,8,REASSIGN_CREW
FL1229,2025-02-16,Vistara,BOM,DEL,18:30,20:40,DELAYED,15,TECHNICAL,LOW,2,3,0,8,12,LOW,0,NO_ACTION
FL1230,2025-02-16,Vistara,BOM,DEL,19:45,21:55,DELAYED,15,NONE,MEDIUM,5,1,3,8,12,HIGH,1,SWAP_AIRCRAFT
FL1231,2025-02-16,Vistara,BOM,DEL,22:45,0:55,CANCELLED,0,WEATHER,LOW,5,2,2,8,12,MEDIUM,3,DELAY_30
FL1232,2025-02-16,Go First,BOM,DEL,21:15,23:30,ON_TIME,60,CREW,LOW,4,3,2,8,12,MEDIUM,8,DELAY_30
FL1233,2025-02-16,Go First,BOM,DEL,23:45,2:00,DELAYED,0,NONE,LOW,2,5,3,8,12,MEDIUM,7,DELAY_30
FL1234,2025-02-16,Vistara,BOM,DEL,21:55,0:10,CANCELLED,15,CREW,HIGH,3,4,3,8,12,MEDIUM,8,SWAP_AIRCRAFT
FL1235,2025-02-16,Air India,BOM,DEL,18:00,20:25,DELAYED,15,NONE,HIGH,3,1,0,8,12,MEDIUM,10,NO_ACTION
FL1236,2025-02-16,Vistara,BOM,DEL,15:45,18:05,ON_TIME,60,CREW,MEDIUM,3,3,2,8,12,LOW,1,NO_ACTION
FL1237,2025-02-17,IndiGo,BOM,DEL,8:30,10:25,DELAYED,0,NONE,MEDIUM,4,2,0,8,12,LOW,10,CANCEL_FLIGHT
FL1238,2025-02-17,Air India,BOM,DEL,7:00,9:10,CANCELLED,0,TECHNICAL,MEDIUM,4,4,1,8,12,LOW,1,DELAY_30
FL1239,2025-02-17,Go First,BOM,DEL,12:30,14:35,DELAYED,0,TECHNICAL,LOW,4,5,3,8,12,HIGH,10,REASSIGN_CREW
FL1240,2025-02-17,Go First,BOM,DEL,14:30,16:35,ON_TIME,60,NONE,HIGH,4,4,3,8,12,MEDIUM,8,REASSIGN_CREW
FL1241,2025-02-17,Vistara,BOM,DEL,6:00,8:05,DELAYED,30,ATC,MEDIUM,4,3,3,8,12,MEDIUM,9,REASSIGN_CREW
FL1242,2025-02-17,Vistara,BOM,DEL,12:25,14:30,CANCELLED,30,WEATHER,HIGH,5,1,2,8,12,MEDIUM,3,SWAP_AIRCRAFT
FL1243,2025-02-17,IndiGo,BOM,DEL,13:40,15:50,CANCELLED,0,CREW,HIGH,4,2,0,8,12,HIGH,10,SWAP_AIRCRAFT
FL1244,2025-02-17,IndiGo,BOM,DEL,9:20,11:30,ON_TIME,60,CREW,LOW,3,3,2,8,12,MEDIUM,9,REASSIGN_CREW
FL1245,2025-02-17,IndiGo,BOM,DEL,10:05,12:15,ON_TIME,0,WEATHER,HIGH,4,2,2,8,12,HIGH,3,CANCEL_FLIGHT
FL1246,2025-02-17,IndiGo,BOM,DEL,7:45,9:50,ON_TIME,0,WEATHER,MEDIUM,3,5,2,8,12,LOW,8,NO_ACTION
FL1247,2025-02-17,Air India,BOM,DEL,8:00,10:15,CANCELLED,30,TECHNICAL,HIGH,1,3,2,8,12,MEDIUM,3,DELAY_30
FL1248,2025-02-17,Air India,BOM,DEL,10:00,12:15,CANCELLED,15,NONE,HIGH,2,3,3,8,12,MEDIUM,2,NO_ACTION
FL1249,2025-02-17,Go First,BOM,DEL,6:00,8:10,DELAYED,0,WEATHER,MEDIUM,3,2,1,8,12,HIGH,3,SWAP_AIRCRAFT
FL1250,2025-02-17,Go First,BOM,DEL,8:00,10:10,CANCELLED,15,ATC,MEDIUM,2,2,0,8,12,MEDIUM,7,NO_ACTION
FL1251,2025-02-17,Vistara,BOM,DEL,7:30,9:40,CANCELLED,15,NONE,LOW,5,3,3,8,12,LOW,10,NO_ACTION
FL1252,2025-02-17,Vistara,BOM,DEL,11:55,14:05,DELAYED,30,NONE,LOW,3,3,2,8,12,LOW,2,REASSIGN_CREW
FL1253,2025-02-17,Go First,BOM,DEL,9:55,12:10,CANCELLED,15,TECHNICAL,MEDIUM,5,5,1,8,12,LOW,1,SWAP_AIRCRAFT
FL1254,2025-02-17,Go First,BOM,DEL,12:15,14:30,CANCELLED,60,TECHNICAL,MEDIUM,5,3,2,8,12,HIGH,2,NO_ACTION
FL1255,2025-02-17,Go First,BOM,DEL,13:30,15:45,DELAYED,30,CREW,HIGH,2,4,1,8,12,MEDIUM,7,NO_ACTION
FL1256,2025-02-17,SpiceJet,BOM,DEL,7:20,9:35,CANCELLED,120,WEATHER,MEDIUM,5,2,2,8,12,MEDIUM,1,SWAP_AIRCRAFT
FL1257,2025-02-17,SpiceJet,BOM,DEL,10:15,12:30,CANCELLED,0,NONE,LOW,1,4,1,8,12,HIGH,8,NO_ACTION
FL1258,2025-02-17,Vistara,BOM,DEL,8:45,11:00,ON_TIME,30,NONE,MEDIUM,3,2,1,8,12,LOW,0,NO_ACTION
FL1259,2025-02-17,Vistara,BOM,DEL,14:40,16:55,CANCELLED,30,TECHNICAL,LOW,5,2,2,8,12,LOW,4,NO_ACTION
FL1260,2025-02-17,Vistara,BOM,DEL,6:30,8:35,ON_TIME,60,WEATHER,HIGH,4,5,1,8,12,HIGH,7,REASSIGN_CREW
FL1261,2025-02-17,Vistara,BOM,DEL,10:25,12:40,DELAYED,120,WEATHER,HIGH,2,1,0,8,12,HIGH,7,NO_ACTION
FL1262,2025-02-17,IndiGo,BOM,DEL,7:05,9:20,ON_TIME,120,ATC,LOW,2,1,0,8,12,MEDIUM,7,DELAY_30
FL1263,2025-02-17,IndiGo,BOM,DEL,11:45,14:00,ON_TIME,120,NONE,HIGH,4,3,3,8,12,LOW,3,NO_ACTION
FL1264,2025-02-17,AirAsia India,BOM,DEL,7:20,9:30,DELAYED,0,NONE,MEDIUM,4,5,1,8,12,HIGH,3,REASSIGN_CREW
FL1265,2025-02-17,AirAsia India,DEL,BOM,20:00,22:15,ON_TIME,0,CREW,MEDIUM,4,3,2,8,12,HIGH,0,REASSIGN_CREW
FL1266,2025-02-17,Go First,DEL,BOM,15:30,17:35,CANCELLED,15,CREW,MEDIUM,3,2,2,8,12,HIGH,9,REASSIGN_CREW
FL1267,2025-02-17,Go First,DEL,BOM,17:00,19:05,CANCELLED,120,ATC,MEDIUM,1,3,1,8,12,HIGH,8,DELAY_30
FL1268,2025-02-17,IndiGo,DEL,BOM,18:40,20:50,DELAYED,15,WEATHER,MEDIUM,2,4,2,8,12,MEDIUM,0,NO_ACTION
FL1269,2025-02-17,IndiGo,DEL,BOM,23:35,1:45,DELAYED,30,NONE,HIGH,1,5,1,8,12,MEDIUM,3,CANCEL_FLIGHT
FL1270,2025-02-17,SpiceJet,DEL,BOM,18:55,21:05,CANCELLED,60,TECHNICAL,MEDIUM,3,4,1,8,12,HIGH,6,DELAY_30
FL1271,2025-02-17,IndiGo,DEL,BOM,21:15,23:30,DELAYED,30,NONE,HIGH,4,4,3,8,12,LOW,5,SWAP_AIRCRAFT
FL1272,2025-02-17,Go First,DEL,BOM,15:00,17:15,CANCELLED,30,TECHNICAL,MEDIUM,3,1,2,8,12,MEDIUM,4,NO_ACTION
FL1273,2025-02-17,Go First,DEL,BOM,19:40,21:55,DELAYED,0,CREW,HIGH,5,5,2,8,12,MEDIUM,3,CANCEL_FLIGHT
FL1274,2025-02-17,Go First,DEL,BOM,21:00,23:15,DELAYED,30,TECHNICAL,MEDIUM,3,3,1,8,12,HIGH,9,CANCEL_FLIGHT
FL1275,2025-02-17,IndiGo,DEL,BOM,17:15,19:25,ON_TIME,120,ATC,HIGH,4,1,2,8,12,HIGH,5,SWAP_AIRCRAFT
FL1276,2025-02-17,Go First,DEL,BOM,18:05,20:25,ON_TIME,0,NONE,HIGH,1,3,2,8,12,HIGH,7,SWAP_AIRCRAFT
FL1277,2025-02-17,SpiceJet,DEL,BOM,19:45,22:05,CANCELLED,0,TECHNICAL,HIGH,4,4,3,8,12,MEDIUM,0,DELAY_30
FL1278,2025-02-17,Go First,DEL,BOM,13:30,15:35,ON_TIME,15,ATC,LOW,2,3,1,8,12,MEDIUM,2,CANCEL_FLIGHT
FL1279,2025-02-17,IndiGo,DEL,BOM,7:15,9:25,DELAYED,120,TECHNICAL,LOW,1,3,2,8,12,LOW,1,REASSIGN_CREW
FL1280,2025-02-17,IndiGo,DEL,BOM,6:30,8:40,CANCELLED,0,CREW,HIGH,4,2,3,8,12,MEDIUM,5,SWAP_AIRCRAFT
FL1281,2025-02-17,Go First,DEL,BOM,7:00,9:10,CANCELLED,120,TECHNICAL,HIGH,2,3,2,8,12,HIGH,3,DELAY_30
FL1282,2025-02-17,Go First,DEL,BOM,8:00,10:10,ON_TIME,120,WEATHER,MEDIUM,4,2,2,8,12,MEDIUM,5,NO_ACTION
FL1283,2025-02-17,IndiGo,DEL,BOM,14:20,16:35,DELAYED,120,NONE,HIGH,1,3,2,8,12,LOW,3,REASSIGN_CREW
FL1284,2025-02-17,Go First,DEL,BOM,14:20,16:35,CANCELLED,15,NONE,HIGH,1,1,3,8,12,LOW,1,DELAY_30
FL1285,2025-02-17,Go First,DEL,BOM,15:00,17:15,ON_TIME,30,ATC,MEDIUM,5,2,0,8,12,HIGH,1,NO_ACTION
FL1286,2025-02-17,SpiceJet,DEL,BOM,7:20,9:35,CANCELLED,120,CREW,LOW,5,2,3,8,12,MEDIUM,9,DELAY_30
FL1287,2025-02-17,IndiGo,DEL,BOM,12:00,14:10,ON_TIME,0,ATC,HIGH,3,3,0,8,12,LOW,10,CANCEL_FLIGHT
FL1288,2025-02-17,IndiGo,DEL,BOM,10:45,13:05,DELAYED,0,NONE,MEDIUM,4,5,3,8,12,HIGH,2,NO_ACTION
FL1289,2025-02-17,Go First,DEL,BOM,10:30,12:50,DELAYED,15,TECHNICAL,HIGH,2,2,1,8,12,LOW,8,REASSIGN_CREW
FL1290,2025-02-17,SpiceJet,DEL,BOM,6:20,8:40,CANCELLED,0,WEATHER,MEDIUM,4,1,1,8,12,LOW,3,SWAP_AIRCRAFT
FL1291,2025-02-17,Go First,DEL,BOM,2:00,4:15,CANCELLED,60,ATC,LOW,5,4,1,8,12,HIGH,7,SWAP_AIRCRAFT
FL1292,2025-02-17,IndiGo,DEL,BOM,8:45,11:05,DELAYED,0,CREW,LOW,2,2,1,8,12,MEDIUM,5,REASSIGN_CREW
FL1293,2025-02-17,IndiGo,DEL,BOM,9:30,12:00,CANCELLED,30,NONE,MEDIUM,1,2,2,8,12,LOW,6,CANCEL_FLIGHT
FL1294,2025-02-17,AirAsia India,BOM,DEL,22:55,1:00,CANCELLED,60,WEATHER,LOW,1,3,2,8,12,MEDIUM,6,CANCEL_FLIGHT
FL1295,2025-02-17,Go First,BOM,DEL,16:30,18:35,CANCELLED,0,TECHNICAL,MEDIUM,3,5,0,8,12,HIGH,4,DELAY_30
FL1296,2025-02-17,Air India,BOM,DEL,21:30,23:45,CANCELLED,60,CREW,HIGH,1,1,1,8,12,LOW,4,REASSIGN_CREW
FL1297,2025-02-17,Air India,BOM,DEL,16:00,18:15,CANCELLED,15,ATC,MEDIUM,2,4,0,8,12,HIGH,8,SWAP_AIRCRAFT
FL1298,2025-02-17,Air India,BOM,DEL,19:00,21:15,DELAYED,120,ATC,HIGH,3,2,1,8,12,MEDIUM,4,DELAY_30
FL1299,2025-02-17,Go First,BOM,DEL,18:00,20:10,ON_TIME,30,NONE,LOW,3,1,1,8,12,LOW,0,DELAY_30
FL1300,2025-02-17,Go First,BOM,DEL,22:40,0:50,CANCELLED,0,WEATHER,HIGH,5,5,1,8,12,HIGH,8,NO_ACTION
FL1301,2025-02-17,SpiceJet,BOM,DEL,21:45,23:55,DELAYED,120,CREW,HIGH,2,5,0,8,12,LOW,8,DELAY_30
FL1302,2025-02-17,Vistara,BOM,DEL,17:35,19:45,CANCELLED,120,CREW,MEDIUM,2,4,1,8,12,HIGH,4,SWAP_AIRCRAFT
FL1303,2025-02-17,Vistara,BOM,DEL,18:30,20:40,DELAYED,120,WEATHER,LOW,5,1,3,8,12,HIGH,0,CANCEL_FLIGHT
FL1304,2025-02-17,Vistara,BOM,DEL,22:45,0:55,DELAYED,15,TECHNICAL,HIGH,4,4,2,8,12,HIGH,5,REASSIGN_CREW
FL1305,2025-02-17,Go First,BOM,DEL,21:15,23:30,ON_TIME,0,WEATHER,HIGH,5,3,3,8,12,HIGH,4,DELAY_30
FL1306,2025-02-17,Go First,BOM,DEL,23:45,2:00,ON_TIME,60,TECHNICAL,HIGH,3,5,0,8,12,MEDIUM,8,REASSIGN_CREW
FL1307,2025-02-17,Vistara,BOM,DEL,21:55,0:10,ON_TIME,60,CREW,HIGH,4,4,3,8,12,HIGH,7,REASSIGN_CREW
FL1308,2025-02-17,Vistara,BOM,DEL,20:55,23:00,DELAYED,120,CREW,LOW,5,3,3,8,12,HIGH,5,CANCEL_FLIGHT
FL1309,2025-02-17,Air India,BOM,DEL,18:00,20:25,ON_TIME,120,TECHNICAL,LOW,4,2,3,8,12,HIGH,7,DELAY_30
FL1310,2025-02-17,Vistara,BOM,DEL,15:45,18:05,CANCELLED,120,CREW,HIGH,3,4,3,8,12,LOW,8,NO_ACTION
FL1311,2025-02-17,Vistara,BOM,DEL,19:45,21:55,ON_TIME,120,NONE,HIGH,5,1,2,8,12,HIGH,4,REASSIGN_CREW
FL1312,2025-02-17,SpiceJet,BOM,DEL,19:25,21:50,DELAYED,15,WEATHER,LOW,1,3,0,8,12,LOW,9,DELAY_30
FL1313,2025-02-18,IndiGo,BOM,DEL,8:30,10:25,CANCELLED,30,ATC,MEDIUM,1,2,0,8,12,MEDIUM,6,SWAP_AIRCRAFT
FL1314,2025-02-18,Air India,BOM,DEL,7:00,9:10,ON_TIME,30,CREW,HIGH,2,3,0,8,12,LOW,4,CANCEL_FLIGHT
FL1315,2025-02-18,IndiGo,BOM,DEL,7:45,9:50,DELAYED,0,CREW,MEDIUM,3,5,0,8,12,LOW,9,CANCEL_FLIGHT
FL1316,2025-02-18,Go First,BOM,DEL,12:30,14:35,DELAYED,120,TECHNICAL,MEDIUM,3,1,0,8,12,LOW,8,DELAY_30
FL1317,2025-02-18,Go First,BOM,DEL,14:30,16:35,DELAYED,30,ATC,LOW,5,5,1,8,12,LOW,3,NO_ACTION
FL1318,2025-02-18,Vistara,BOM,DEL,6:00,8:05,DELAYED,15,CREW,LOW,4,3,3,8,12,LOW,9,REASSIGN_CREW
FL1319,2025-02-18,Vistara,BOM,DEL,6:30,8:35,ON_TIME,120,WEATHER,MEDIUM,2,4,3,8,12,LOW,7,REASSIGN_CREW
FL1320,2025-02-18,Vistara,BOM,DEL,12:25,14:30,CANCELLED,60,WEATHER,LOW,5,4,3,8,12,LOW,8,CANCEL_FLIGHT
FL1321,2025-02-18,IndiGo,BOM,DEL,9:20,11:30,CANCELLED,120,ATC,MEDIUM,5,2,2,8,12,HIGH,3,DELAY_30
FL1322,2025-02-18,Air India,BOM,DEL,8:00,10:15,ON_TIME,15,NONE,HIGH,3,5,2,8,12,LOW,4,NO_ACTION
FL1323,2025-02-18,Go First,BOM,DEL,6:00,8:10,DELAYED,120,CREW,MEDIUM,2,5,2,8,12,MEDIUM,7,SWAP_AIRCRAFT
FL1324,2025-02-18,Go First,BOM,DEL,8:00,10:10,ON_TIME,0,CREW,LOW,4,1,0,8,12,MEDIUM,3,DELAY_30
FL1325,2025-02-18,Vistara,BOM,DEL,7:30,9:40,ON_TIME,30,ATC,HIGH,5,5,2,8,12,HIGH,4,SWAP_AIRCRAFT
FL1326,2025-02-18,Vistara,BOM,DEL,11:55,14:05,ON_TIME,120,WEATHER,MEDIUM,1,1,2,8,12,LOW,4,SWAP_AIRCRAFT
FL1327,2025-02-18,IndiGo,BOM,DEL,11:45,14:00,ON_TIME,120,NONE,HIGH,5,4,0,8,12,LOW,5,NO_ACTION
FL1328,2025-02-18,IndiGo,BOM,DEL,7:05,9:20,CANCELLED,120,CREW,LOW,2,4,2,8,12,HIGH,7,SWAP_AIRCRAFT
FL1329,2025-02-18,IndiGo,BOM,DEL,10:05,12:15,ON_TIME,15,NONE,LOW,4,1,2,8,12,LOW,3,CANCEL_FLIGHT
FL1330,2025-02-18,IndiGo,BOM,DEL,13:40,15:50,CANCELLED,0,CREW,LOW,4,4,1,8,12,MEDIUM,6,NO_ACTION
FL1331,2025-02-18,Go First,BOM,DEL,9:55,12:10,DELAYED,60,NONE,HIGH,1,3,0,8,12,MEDIUM,0,CANCEL_FLIGHT
FL1332,2025-02-18,Go First,BOM,DEL,12:15,14:30,ON_TIME,60,NONE,LOW,5,2,0,8,12,HIGH,9,DELAY_30
FL1333,2025-02-18,Air India,DEL,BOM,18:00,20:00,DELAYED,15,NONE,LOW,4,3,0,8,12,HIGH,7,SWAP_AIRCRAFT
FL1334,2025-02-18,Go First,DEL,BOM,15:30,17:35,ON_TIME,15,TECHNICAL,LOW,3,2,3,8,12,HIGH,10,DELAY_30
FL1335,2025-02-18,Go First,DEL,BOM,17:00,19:05,DELAYED,120,NONE,MEDIUM,1,2,2,8,12,HIGH,7,CANCEL_FLIGHT
FL1336,2025-02-18,IndiGo,DEL,BOM,17:15,19:25,ON_TIME,30,NONE,LOW,1,4,2,8,12,MEDIUM,0,NO_ACTION
FL1337,2025-02-18,IndiGo,DEL,BOM,23:35,1:45,CANCELLED,30,WEATHER,LOW,4,4,3,8,12,LOW,9,REASSIGN_CREW
FL1338,2025-02-18,Air India,DEL,BOM,19:00,21:15,CANCELLED,30,WEATHER,HIGH,2,2,2,8,12,MEDIUM,1,REASSIGN_CREW
FL1339,2025-02-18,Go First,DEL,BOM,22:30,0:40,DELAYED,30,NONE,HIGH,2,1,1,8,12,HIGH,4,NO_ACTION
FL1340,2025-02-18,SpiceJet,DEL,BOM,18:55,21:05,CANCELLED,120,CREW,HIGH,3,4,0,8,12,MEDIUM,8,REASSIGN_CREW
FL1341,2025-02-18,Vistara,DEL,BOM,15:30,17:40,ON_TIME,120,ATC,HIGH,3,2,3,8,12,LOW,8,REASSIGN_CREW
FL1342,2025-02-18,Vistara,DEL,BOM,20:40,22:50,ON_TIME,0,CREW,LOW,2,3,1,8,12,LOW,10,REASSIGN_CREW
FL1343,2025-02-18,Vistara,DEL,BOM,21:40,23:50,DELAYED,120,ATC,LOW,1,5,1,8,12,LOW,0,DELAY_30
FL1344,2025-02-18,Go First,DEL,BOM,15:00,17:15,DELAYED,30,TECHNICAL,HIGH,5,2,3,8,12,LOW,2,CANCEL_FLIGHT
